date,product_id,quantity,month,lag_1,lag_2,lag_3,rolling_mean_3,target
2022-01-01 00:00:00+00:00,52,2,1,9.0,8.0,7.0,8.0,2
2022-02-01 00:00:00+00:00,52,2,2,2.0,9.0,8.0,6.333333333333333,2
2022-03-01 00:00:00+00:00,52,3,3,2.0,2.0,9.0,4.333333333333333,3
2022-04-01 00:00:00+00:00,52,8,4,3.0,2.0,2.0,2.3333333333333335,8
2022-05-01 00:00:00+00:00,52,7,5,8.0,3.0,2.0,4.333333333333333,7
2022-06-01 00:00:00+00:00,52,3,6,7.0,8.0,3.0,6.0,3
2022-07-01 00:00:00+00:00,52,5,7,3.0,7.0,8.0,6.0,5
2022-08-01 00:00:00+00:00,52,5,8,5.0,3.0,7.0,5.0,5
2022-09-01 00:00:00+00:00,52,6,9,5.0,5.0,3.0,4.333333333333333,6
2022-10-01 00:00:00+00:00,52,5,10,6.0,5.0,5.0,5.333333333333333,5
2022-11-01 00:00:00+00:00,52,5,11,5.0,6.0,5.0,5.333333333333333,5
2022-12-01 00:00:00+00:00,52,2,12,5.0,5.0,6.0,5.333333333333333,2
2023-01-01 00:00:00+00:00,52,6,1,2.0,5.0,5.0,4.0,6
2023-02-01 00:00:00+00:00,52,4,2,6.0,2.0,5.0,4.333333333333333,4
2023-03-01 00:00:00+00:00,52,12,3,4.0,6.0,2.0,4.0,12
2023-04-01 00:00:00+00:00,52,8,4,12.0,4.0,6.0,7.333333333333333,8
2023-06-01 00:00:00+00:00,52,12,6,8.0,12.0,4.0,8.0,12
2023-07-01 00:00:00+00:00,52,3,7,12.0,8.0,12.0,10.666666666666666,3
2023-08-01 00:00:00+00:00,52,9,8,3.0,12.0,8.0,7.666666666666667,9
2023-09-01 00:00:00+00:00,52,3,9,9.0,3.0,12.0,8.0,3
2023-10-01 00:00:00+00:00,52,6,10,3.0,9.0,3.0,5.0,6
2023-11-01 00:00:00+00:00,52,5,11,6.0,3.0,9.0,6.0,5
2023-12-01 00:00:00+00:00,52,2,12,5.0,6.0,3.0,4.666666666666667,2
2024-01-01 00:00:00+00:00,52,3,1,2.0,5.0,6.0,4.333333333333333,3
2024-02-01 00:00:00+00:00,52,5,2,3.0,2.0,5.0,3.3333333333333335,5
2024-03-01 00:00:00+00:00,52,2,3,5.0,3.0,2.0,3.3333333333333335,2
2024-04-01 00:00:00+00:00,52,9,4,2.0,5.0,3.0,3.3333333333333335,9
2024-05-01 00:00:00+00:00,52,13,5,9.0,2.0,5.0,5.333333333333333,13
2024-06-01 00:00:00+00:00,52,11,6,13.0,9.0,2.0,8.0,11
2024-07-01 00:00:00+00:00,52,2,7,11.0,13.0,9.0,11.0,2
2024-08-01 00:00:00+00:00,52,8,8,2.0,11.0,13.0,8.666666666666666,8
2024-10-01 00:00:00+00:00,52,4,10,8.0,2.0,11.0,7.0,4
2024-11-01 00:00:00+00:00,52,5,11,4.0,8.0,2.0,4.666666666666667,5
2024-12-01 00:00:00+00:00,52,2,12,5.0,4.0,8.0,5.666666666666667,2
2025-01-01 00:00:00+00:00,52,2,1,2.0,5.0,4.0,3.6666666666666665,2
2025-03-01 00:00:00+00:00,52,10,3,2.0,2.0,5.0,3.0,10
2025-04-01 00:00:00+00:00,52,4,4,10.0,2.0,2.0,4.666666666666667,4
2025-05-01 00:00:00+00:00,52,8,5,4.0,10.0,2.0,5.333333333333333,8
2025-06-01 00:00:00+00:00,52,5,6,8.0,4.0,10.0,7.333333333333333,5
2025-07-01 00:00:00+00:00,52,3,7,5.0,8.0,4.0,5.666666666666667,3
2025-08-01 00:00:00+00:00,52,11,8,3.0,5.0,8.0,5.333333333333333,11
2025-09-01 00:00:00+00:00,52,3,9,11.0,3.0,5.0,6.333333333333333,3
2025-10-01 00:00:00+00:00,52,5,10,3.0,11.0,3.0,5.666666666666667,5
2025-11-01 00:00:00+00:00,52,2,11,5.0,3.0,11.0,6.333333333333333,2
2021-02-01 00:00:00+00:00,53,1,2,10.0,6.0,3.0,6.333333333333333,1
2021-03-01 00:00:00+00:00,53,2,3,1.0,10.0,6.0,5.666666666666667,2
2021-04-01 00:00:00+00:00,53,3,4,2.0,1.0,10.0,4.333333333333333,3
2021-05-01 00:00:00+00:00,53,5,5,3.0,2.0,1.0,2.0,5
2021-06-01 00:00:00+00:00,53,1,6,5.0,3.0,2.0,3.3333333333333335,1
2021-07-01 00:00:00+00:00,53,2,7,1.0,5.0,3.0,3.0,2
2021-10-01 00:00:00+00:00,53,3,10,2.0,1.0,5.0,2.6666666666666665,3
2021-11-01 00:00:00+00:00,53,6,11,3.0,2.0,1.0,2.0,6
2021-12-01 00:00:00+00:00,53,6,12,6.0,3.0,2.0,3.6666666666666665,6
2022-01-01 00:00:00+00:00,53,4,1,6.0,6.0,3.0,5.0,4
2022-02-01 00:00:00+00:00,53,2,2,4.0,6.0,6.0,5.333333333333333,2
2022-03-01 00:00:00+00:00,53,6,3,2.0,4.0,6.0,4.0,6
2022-04-01 00:00:00+00:00,53,2,4,6.0,2.0,4.0,4.0,2
2022-05-01 00:00:00+00:00,53,4,5,2.0,6.0,2.0,3.3333333333333335,4
2022-06-01 00:00:00+00:00,53,2,6,4.0,2.0,6.0,4.0,2
2022-07-01 00:00:00+00:00,53,5,7,2.0,4.0,2.0,2.6666666666666665,5
2022-08-01 00:00:00+00:00,53,1,8,5.0,2.0,4.0,3.6666666666666665,1
2022-09-01 00:00:00+00:00,53,4,9,1.0,5.0,2.0,2.6666666666666665,4
2022-10-01 00:00:00+00:00,53,10,10,4.0,1.0,5.0,3.3333333333333335,10
2022-11-01 00:00:00+00:00,53,3,11,10.0,4.0,1.0,5.0,3
2022-12-01 00:00:00+00:00,53,1,12,3.0,10.0,4.0,5.666666666666667,1
2023-01-01 00:00:00+00:00,53,3,1,1.0,3.0,10.0,4.666666666666667,3
2023-02-01 00:00:00+00:00,53,5,2,3.0,1.0,3.0,2.3333333333333335,5
2023-03-01 00:00:00+00:00,53,1,3,5.0,3.0,1.0,3.0,1
2023-04-01 00:00:00+00:00,53,8,4,1.0,5.0,3.0,3.0,8
2023-05-01 00:00:00+00:00,53,9,5,8.0,1.0,5.0,4.666666666666667,9
2023-06-01 00:00:00+00:00,53,7,6,9.0,8.0,1.0,6.0,7
2023-07-01 00:00:00+00:00,53,7,7,7.0,9.0,8.0,8.0,7
2023-08-01 00:00:00+00:00,53,4,8,7.0,7.0,9.0,7.666666666666667,4
2023-09-01 00:00:00+00:00,53,13,9,4.0,7.0,7.0,6.0,13
2023-10-01 00:00:00+00:00,53,1,10,13.0,4.0,7.0,8.0,1
2023-11-01 00:00:00+00:00,53,3,11,1.0,13.0,4.0,6.0,3
2024-01-01 00:00:00+00:00,53,2,1,3.0,1.0,13.0,5.666666666666667,2
2024-02-01 00:00:00+00:00,53,9,2,2.0,3.0,1.0,2.0,9
2024-03-01 00:00:00+00:00,53,10,3,9.0,2.0,3.0,4.666666666666667,10
2024-04-01 00:00:00+00:00,53,4,4,10.0,9.0,2.0,7.0,4
2024-05-01 00:00:00+00:00,53,2,5,4.0,10.0,9.0,7.666666666666667,2
2024-06-01 00:00:00+00:00,53,2,6,2.0,4.0,10.0,5.333333333333333,2
2024-07-01 00:00:00+00:00,53,4,7,2.0,2.0,4.0,2.6666666666666665,4
2024-08-01 00:00:00+00:00,53,2,8,4.0,2.0,2.0,2.6666666666666665,2
2024-09-01 00:00:00+00:00,53,3,9,2.0,4.0,2.0,2.6666666666666665,3
2024-10-01 00:00:00+00:00,53,3,10,3.0,2.0,4.0,3.0,3
2024-11-01 00:00:00+00:00,53,10,11,3.0,3.0,2.0,2.6666666666666665,10
2024-12-01 00:00:00+00:00,53,3,12,10.0,3.0,3.0,5.333333333333333,3
2025-01-01 00:00:00+00:00,53,5,1,3.0,10.0,3.0,5.333333333333333,5
2025-02-01 00:00:00+00:00,53,3,2,5.0,3.0,10.0,6.0,3
2025-03-01 00:00:00+00:00,53,3,3,3.0,5.0,3.0,3.6666666666666665,3
2025-04-01 00:00:00+00:00,53,10,4,3.0,3.0,5.0,3.6666666666666665,10
2025-05-01 00:00:00+00:00,53,1,5,10.0,3.0,3.0,5.333333333333333,1
2025-06-01 00:00:00+00:00,53,10,6,1.0,10.0,3.0,4.666666666666667,10
2025-07-01 00:00:00+00:00,53,7,7,10.0,1.0,10.0,7.0,7
2025-08-01 00:00:00+00:00,53,15,8,7.0,10.0,1.0,6.0,15
2025-09-01 00:00:00+00:00,53,6,9,15.0,7.0,10.0,10.666666666666666,6
2025-10-01 00:00:00+00:00,53,3,10,6.0,15.0,7.0,9.333333333333334,3
2021-02-01 00:00:00+00:00,54,1,2,5.0,2.0,4.0,3.6666666666666665,1
2021-03-01 00:00:00+00:00,54,8,3,1.0,5.0,2.0,2.6666666666666665,8
2021-04-01 00:00:00+00:00,54,6,4,8.0,1.0,5.0,4.666666666666667,6
2021-05-01 00:00:00+00:00,54,2,5,6.0,8.0,1.0,5.0,2
2021-06-01 00:00:00+00:00,54,4,6,2.0,6.0,8.0,5.333333333333333,4
2021-07-01 00:00:00+00:00,54,11,7,4.0,2.0,6.0,4.0,11
2021-08-01 00:00:00+00:00,54,3,8,11.0,4.0,2.0,5.666666666666667,3
2021-09-01 00:00:00+00:00,54,5,9,3.0,11.0,4.0,6.0,5
2021-10-01 00:00:00+00:00,54,4,10,5.0,3.0,11.0,6.333333333333333,4
2021-11-01 00:00:00+00:00,54,3,11,4.0,5.0,3.0,4.0,3
2021-12-01 00:00:00+00:00,54,2,12,3.0,4.0,5.0,4.0,2
2022-02-01 00:00:00+00:00,54,20,2,2.0,3.0,4.0,3.0,20
2022-03-01 00:00:00+00:00,54,7,3,20.0,2.0,3.0,8.333333333333334,7
2022-04-01 00:00:00+00:00,54,4,4,7.0,20.0,2.0,9.666666666666666,4
2022-05-01 00:00:00+00:00,54,2,5,4.0,7.0,20.0,10.333333333333334,2
2022-06-01 00:00:00+00:00,54,3,6,2.0,4.0,7.0,4.333333333333333,3
2022-07-01 00:00:00+00:00,54,6,7,3.0,2.0,4.0,3.0,6
2022-08-01 00:00:00+00:00,54,5,8,6.0,3.0,2.0,3.6666666666666665,5
2022-09-01 00:00:00+00:00,54,6,9,5.0,6.0,3.0,4.666666666666667,6
2022-10-01 00:00:00+00:00,54,2,10,6.0,5.0,6.0,5.666666666666667,2
2023-01-01 00:00:00+00:00,54,3,1,2.0,6.0,5.0,4.333333333333333,3
2023-02-01 00:00:00+00:00,54,2,2,3.0,2.0,6.0,3.6666666666666665,2
2023-03-01 00:00:00+00:00,54,2,3,2.0,3.0,2.0,2.3333333333333335,2
2023-04-01 00:00:00+00:00,54,5,4,2.0,2.0,3.0,2.3333333333333335,5
2023-05-01 00:00:00+00:00,54,2,5,5.0,2.0,2.0,3.0,2
2023-06-01 00:00:00+00:00,54,5,6,2.0,5.0,2.0,3.0,5
2023-07-01 00:00:00+00:00,54,8,7,5.0,2.0,5.0,4.0,8
2023-08-01 00:00:00+00:00,54,5,8,8.0,5.0,2.0,5.0,5
2023-09-01 00:00:00+00:00,54,11,9,5.0,8.0,5.0,6.0,11
2023-10-01 00:00:00+00:00,54,10,10,11.0,5.0,8.0,8.0,10
2023-11-01 00:00:00+00:00,54,7,11,10.0,11.0,5.0,8.666666666666666,7
2023-12-01 00:00:00+00:00,54,4,12,7.0,10.0,11.0,9.333333333333334,4
2024-01-01 00:00:00+00:00,54,3,1,4.0,7.0,10.0,7.0,3
2024-02-01 00:00:00+00:00,54,7,2,3.0,4.0,7.0,4.666666666666667,7
2024-03-01 00:00:00+00:00,54,3,3,7.0,3.0,4.0,4.666666666666667,3
2024-04-01 00:00:00+00:00,54,7,4,3.0,7.0,3.0,4.333333333333333,7
2024-05-01 00:00:00+00:00,54,6,5,7.0,3.0,7.0,5.666666666666667,6
2024-06-01 00:00:00+00:00,54,6,6,6.0,7.0,3.0,5.333333333333333,6
2024-08-01 00:00:00+00:00,54,1,8,6.0,6.0,7.0,6.333333333333333,1
2024-09-01 00:00:00+00:00,54,2,9,1.0,6.0,6.0,4.333333333333333,2
2024-10-01 00:00:00+00:00,54,6,10,2.0,1.0,6.0,3.0,6
2024-11-01 00:00:00+00:00,54,3,11,6.0,2.0,1.0,3.0,3
2024-12-01 00:00:00+00:00,54,1,12,3.0,6.0,2.0,3.6666666666666665,1
2025-01-01 00:00:00+00:00,54,4,1,1.0,3.0,6.0,3.3333333333333335,4
2025-02-01 00:00:00+00:00,54,4,2,4.0,1.0,3.0,2.6666666666666665,4
2025-03-01 00:00:00+00:00,54,4,3,4.0,4.0,1.0,3.0,4
2025-05-01 00:00:00+00:00,54,1,5,4.0,4.0,4.0,4.0,1
2025-06-01 00:00:00+00:00,54,9,6,1.0,4.0,4.0,3.0,9
2025-07-01 00:00:00+00:00,54,1,7,9.0,1.0,4.0,4.666666666666667,1
2025-08-01 00:00:00+00:00,54,7,8,1.0,9.0,1.0,3.6666666666666665,7
2025-09-01 00:00:00+00:00,54,7,9,7.0,1.0,9.0,5.666666666666667,7
2025-10-01 00:00:00+00:00,54,6,10,7.0,7.0,1.0,5.0,6
2025-11-01 00:00:00+00:00,54,2,11,6.0,7.0,7.0,6.666666666666667,2
2021-03-01 00:00:00+00:00,55,6,3,4.0,6.0,4.0,4.666666666666667,6
2021-04-01 00:00:00+00:00,55,7,4,6.0,4.0,6.0,5.333333333333333,7
2021-05-01 00:00:00+00:00,55,8,5,7.0,6.0,4.0,5.666666666666667,8
2021-06-01 00:00:00+00:00,55,6,6,8.0,7.0,6.0,7.0,6
2021-07-01 00:00:00+00:00,55,4,7,6.0,8.0,7.0,7.0,4
2021-08-01 00:00:00+00:00,55,8,8,4.0,6.0,8.0,6.0,8
2021-09-01 00:00:00+00:00,55,1,9,8.0,4.0,6.0,6.0,1
2021-10-01 00:00:00+00:00,55,8,10,1.0,8.0,4.0,4.333333333333333,8
2021-11-01 00:00:00+00:00,55,3,11,8.0,1.0,8.0,5.666666666666667,3
2021-12-01 00:00:00+00:00,55,5,12,3.0,8.0,1.0,4.0,5
2022-01-01 00:00:00+00:00,55,4,1,5.0,3.0,8.0,5.333333333333333,4
2022-02-01 00:00:00+00:00,55,6,2,4.0,5.0,3.0,4.0,6
2022-03-01 00:00:00+00:00,55,5,3,6.0,4.0,5.0,5.0,5
2022-04-01 00:00:00+00:00,55,6,4,5.0,6.0,4.0,5.0,6
2022-05-01 00:00:00+00:00,55,6,5,6.0,5.0,6.0,5.666666666666667,6
2022-07-01 00:00:00+00:00,55,4,7,6.0,6.0,5.0,5.666666666666667,4
2022-08-01 00:00:00+00:00,55,10,8,4.0,6.0,6.0,5.333333333333333,10
2022-09-01 00:00:00+00:00,55,8,9,10.0,4.0,6.0,6.666666666666667,8
2022-10-01 00:00:00+00:00,55,6,10,8.0,10.0,4.0,7.333333333333333,6
2022-11-01 00:00:00+00:00,55,9,11,6.0,8.0,10.0,8.0,9
2022-12-01 00:00:00+00:00,55,7,12,9.0,6.0,8.0,7.666666666666667,7
2023-01-01 00:00:00+00:00,55,4,1,7.0,9.0,6.0,7.333333333333333,4
2023-02-01 00:00:00+00:00,55,3,2,4.0,7.0,9.0,6.666666666666667,3
2023-03-01 00:00:00+00:00,55,9,3,3.0,4.0,7.0,4.666666666666667,9
2023-05-01 00:00:00+00:00,55,6,5,9.0,3.0,4.0,5.333333333333333,6
2023-06-01 00:00:00+00:00,55,10,6,6.0,9.0,3.0,6.0,10
2023-07-01 00:00:00+00:00,55,14,7,10.0,6.0,9.0,8.333333333333334,14
2023-08-01 00:00:00+00:00,55,6,8,14.0,10.0,6.0,10.0,6
2023-09-01 00:00:00+00:00,55,1,9,6.0,14.0,10.0,10.0,1
2023-10-01 00:00:00+00:00,55,13,10,1.0,6.0,14.0,7.0,13
2023-11-01 00:00:00+00:00,55,5,11,13.0,1.0,6.0,6.666666666666667,5
2023-12-01 00:00:00+00:00,55,3,12,5.0,13.0,1.0,6.333333333333333,3
2024-01-01 00:00:00+00:00,55,4,1,3.0,5.0,13.0,7.0,4
2024-02-01 00:00:00+00:00,55,9,2,4.0,3.0,5.0,4.0,9
2024-03-01 00:00:00+00:00,55,6,3,9.0,4.0,3.0,5.333333333333333,6
2024-04-01 00:00:00+00:00,55,10,4,6.0,9.0,4.0,6.333333333333333,10
2024-05-01 00:00:00+00:00,55,6,5,10.0,6.0,9.0,8.333333333333334,6
2024-06-01 00:00:00+00:00,55,4,6,6.0,10.0,6.0,7.333333333333333,4
2024-07-01 00:00:00+00:00,55,6,7,4.0,6.0,10.0,6.666666666666667,6
2024-08-01 00:00:00+00:00,55,1,8,6.0,4.0,6.0,5.333333333333333,1
2024-09-01 00:00:00+00:00,55,4,9,1.0,6.0,4.0,3.6666666666666665,4
2024-11-01 00:00:00+00:00,55,2,11,4.0,1.0,6.0,3.6666666666666665,2
2024-12-01 00:00:00+00:00,55,3,12,2.0,4.0,1.0,2.3333333333333335,3
2025-01-01 00:00:00+00:00,55,6,1,3.0,2.0,4.0,3.0,6
2025-02-01 00:00:00+00:00,55,6,2,6.0,3.0,2.0,3.6666666666666665,6
2025-03-01 00:00:00+00:00,55,4,3,6.0,6.0,3.0,5.0,4
2025-04-01 00:00:00+00:00,55,7,4,4.0,6.0,6.0,5.333333333333333,7
2025-05-01 00:00:00+00:00,55,3,5,7.0,4.0,6.0,5.666666666666667,3
2025-07-01 00:00:00+00:00,55,4,7,3.0,7.0,4.0,4.666666666666667,4
2025-08-01 00:00:00+00:00,55,6,8,4.0,3.0,7.0,4.666666666666667,6
2025-09-01 00:00:00+00:00,55,6,9,6.0,4.0,3.0,4.333333333333333,6
2025-10-01 00:00:00+00:00,55,6,10,6.0,6.0,4.0,5.333333333333333,6
2025-11-01 00:00:00+00:00,55,2,11,6.0,6.0,6.0,6.0,2
2021-03-01 00:00:00+00:00,56,5,3,1.0,12.0,7.0,6.666666666666667,5
2021-05-01 00:00:00+00:00,56,9,5,5.0,1.0,12.0,6.0,9
2021-06-01 00:00:00+00:00,56,8,6,9.0,5.0,1.0,5.0,8
2021-07-01 00:00:00+00:00,56,5,7,8.0,9.0,5.0,7.333333333333333,5
2021-08-01 00:00:00+00:00,56,6,8,5.0,8.0,9.0,7.333333333333333,6
2021-09-01 00:00:00+00:00,56,7,9,6.0,5.0,8.0,6.333333333333333,7
2021-10-01 00:00:00+00:00,56,1,10,7.0,6.0,5.0,6.0,1
2021-11-01 00:00:00+00:00,56,11,11,1.0,7.0,6.0,4.666666666666667,11
2021-12-01 00:00:00+00:00,56,6,12,11.0,1.0,7.0,6.333333333333333,6
2022-01-01 00:00:00+00:00,56,10,1,6.0,11.0,1.0,6.0,10
2022-02-01 00:00:00+00:00,56,5,2,10.0,6.0,11.0,9.0,5
2022-03-01 00:00:00+00:00,56,8,3,5.0,10.0,6.0,7.0,8
2022-04-01 00:00:00+00:00,56,9,4,8.0,5.0,10.0,7.666666666666667,9
2022-05-01 00:00:00+00:00,56,7,5,9.0,8.0,5.0,7.333333333333333,7
2022-06-01 00:00:00+00:00,56,3,6,7.0,9.0,8.0,8.0,3
2022-07-01 00:00:00+00:00,56,9,7,3.0,7.0,9.0,6.333333333333333,9
2022-08-01 00:00:00+00:00,56,4,8,9.0,3.0,7.0,6.333333333333333,4
2022-09-01 00:00:00+00:00,56,5,9,4.0,9.0,3.0,5.333333333333333,5
2022-10-01 00:00:00+00:00,56,4,10,5.0,4.0,9.0,6.0,4
2022-11-01 00:00:00+00:00,56,4,11,4.0,5.0,4.0,4.333333333333333,4
2022-12-01 00:00:00+00:00,56,5,12,4.0,4.0,5.0,4.333333333333333,5
2023-01-01 00:00:00+00:00,56,3,1,5.0,4.0,4.0,4.333333333333333,3
2023-02-01 00:00:00+00:00,56,6,2,3.0,5.0,4.0,4.0,6
2023-03-01 00:00:00+00:00,56,4,3,6.0,3.0,5.0,4.666666666666667,4
2023-04-01 00:00:00+00:00,56,4,4,4.0,6.0,3.0,4.333333333333333,4
2023-05-01 00:00:00+00:00,56,13,5,4.0,4.0,6.0,4.666666666666667,13
2023-06-01 00:00:00+00:00,56,6,6,13.0,4.0,4.0,7.0,6
2023-07-01 00:00:00+00:00,56,7,7,6.0,13.0,4.0,7.666666666666667,7
2023-08-01 00:00:00+00:00,56,8,8,7.0,6.0,13.0,8.666666666666666,8
2023-09-01 00:00:00+00:00,56,2,9,8.0,7.0,6.0,7.0,2
2023-10-01 00:00:00+00:00,56,6,10,2.0,8.0,7.0,5.666666666666667,6
2023-11-01 00:00:00+00:00,56,6,11,6.0,2.0,8.0,5.333333333333333,6
2023-12-01 00:00:00+00:00,56,5,12,6.0,6.0,2.0,4.666666666666667,5
2024-01-01 00:00:00+00:00,56,4,1,5.0,6.0,6.0,5.666666666666667,4
2024-02-01 00:00:00+00:00,56,2,2,4.0,5.0,6.0,5.0,2
2024-03-01 00:00:00+00:00,56,6,3,2.0,4.0,5.0,3.6666666666666665,6
2024-04-01 00:00:00+00:00,56,6,4,6.0,2.0,4.0,4.0,6
2024-05-01 00:00:00+00:00,56,8,5,6.0,6.0,2.0,4.666666666666667,8
2024-06-01 00:00:00+00:00,56,3,6,8.0,6.0,6.0,6.666666666666667,3
2024-07-01 00:00:00+00:00,56,4,7,3.0,8.0,6.0,5.666666666666667,4
2024-08-01 00:00:00+00:00,56,3,8,4.0,3.0,8.0,5.0,3
2024-09-01 00:00:00+00:00,56,9,9,3.0,4.0,3.0,3.3333333333333335,9
2024-10-01 00:00:00+00:00,56,4,10,9.0,3.0,4.0,5.333333333333333,4
2024-11-01 00:00:00+00:00,56,5,11,4.0,9.0,3.0,5.333333333333333,5
2024-12-01 00:00:00+00:00,56,5,12,5.0,4.0,9.0,6.0,5
2025-01-01 00:00:00+00:00,56,5,1,5.0,5.0,4.0,4.666666666666667,5
2025-02-01 00:00:00+00:00,56,2,2,5.0,5.0,5.0,5.0,2
2025-03-01 00:00:00+00:00,56,8,3,2.0,5.0,5.0,4.0,8
2025-04-01 00:00:00+00:00,56,9,4,8.0,2.0,5.0,5.0,9
